generos_id,ID,Titulo,Lenguaje_Original,Titulo_Original,Resumen,Popularidad,fecha_realizada,Promedio_voto,Conteo_votos,Critica
16,10494,Perfect Blue,ja,PERFECT BLUE,"Tras años siendo una ídolo juvenil que forma parte del exitoso trío musical CHAM!, Mima Kirigoe decide abandonar el grupo para perseguir su sueño de convertirse en actriz. Alentada por su entorno, decide romper con su imagen de niña buena y acepta un papel en una serie policíaca subida de tono, lo que provoca la ira de muchos de sus fans. Pronto descubre que alguien está escribiendo un blog en internet en el que explica detalles íntimos sobre su vida y además su misterioso acosador pasa a la acción amenazando a sus seres queridos. Mientras los cadáveres comienzan a acumularse a su alrededor, la realidad y las alucinaciones se mezclan en un mundo terrorífico en el que no hay lugar para la inocencia y los sueños se convierten en pesadillas.",13.8179,1998-02-28,8.301,3173,Muy buena pelicula
18,207,El club de los poetas muertos,en,Dead Poets Society,"En un elitista y estricto colegio privado de Nueva Inglaterra, un grupo de alumnos descubrirá la poesía, el significado de ""Carpe Diem"" -aprovechar el momento- y la importancia de perseguir los sueños, gracias a un excéntrico profesor que despierta sus mentes por medio de métodos poco convencionales.",15.7086,1989-06-02,8.3,12577,Muy buena pelicula
80,101,El profesional (Léon),fr,Léon,"Stan es un corrupto agente de la DEA cuya codicia le lleva a cometer asesinatos en las calles de Nueva York. El mortal juego del gato y el ratón empieza cuando se cruza en su camino un solitario hombre, llamado León. León es asesino a sueldo, un personaje indestructible e indocumentado, que sólo bebe leche y se ocupa de sus plantas. En medio se encuentra una huerfanita de 12 años, que no puede olvidar al hombre que asesinó a su familia.",18.9225,1994-09-14,8.296,16076,Muy buena pelicula
16,533514,Violet Evergarden: La película,ja,劇場版 ヴァイオレット・エヴァーガーデン,"La historia se retoma desde los últimos hechos acontecidos en la serie. Violet sigue trabajando como muñeca sin olvidar a Gilbert. En su camino se cruza Ulysse Yurith, un niño enfermo que le pide a la muñeca que redacte cartas de despedida para su familia. Además, Violet se topa con una carta que cambiará el destino de su vida. ¿Podría Gilbert haberse salvado y seguir vivo en algún lugar?",8.3387,2020-09-18,8.292,507,Muy buena pelicula
18,42269,Una mujer y tres hombres,it,C'eravamo tanto amati,"Amarga crónica de la historia de Italia, desde la posguerra hasta los años setenta, narrada a través de un grupo de amigos de izquierdas que se conocieron cuando en 1944 lucharon contra los nazis. Este retrato del idealismo, pero también de la inevitable pérdida de las ilusiones a causa del acomodamiento burgués, fue el primer éxito internacional del realizador italiano Ettore Scola.",4.2643,1974-12-21,8.289,647,Muy buena pelicula
18,644479,Dedicada A Mi Ex,es,Dedicada A Mi Ex,"La película cuenta la historia de Ariel, un joven de 21 años que decide formar una banda de rock para competir por un premio de diez mil dólares en un concurso de bandas musicales, esta es la última opción cuando intenta obtener dinero para salvar su relación. y se reúne con su ex novia, que se rompe debido al viaje que debe hacer a Finlandia para una pasantía. Ariel con su amiga Ortega, decide hacer un casting para encontrar a los otros miembros de la banda, aunque no saben nada de música, formando así una banda con miembros que tienen personalidades diversas y opuestas.",3.7075,2019-11-01,8.3,513,Muy buena pelicula
18,1585,¡Qué bello es vivir!,en,It's a Wonderful Life,"George Bailey es un honrado y modesto ciudadano que dirige y mantiene a flote un pequeño banco familiar, a pesar de los intentos de un poderoso banquero por arruinarlo. El dia de Nochebuena de 1945, abrumado por la repentina desaparición de una importante suma de dinero, que supondría no solo la quiebra de su banco sino también un gran escándalo, decide suicidarse, pero cuando está a punto de hacerlo ocurre algo extraordinario.",9.8901,1946-12-20,8.28,4892,Muy buena pelicula
35,914,El gran dictador,en,The Great Dictator,"Un humilde barbero judío tiene un parecido asombroso con el dictador de la nación Tomania, que promete sacar adelante y que culpa a los judíos de la situación del país. El dictador ataca al país fronterizo, pero es confundido con el barbero por sus propios guardias, siendo ingresado en un campo de concentración. Simultáneamente, el pobre barbero es confundido con el dictador...",7.9712,1940-10-15,8.279,3695,Muy buena pelicula
16,820067,Las Quintillizas: La Película,ja,映画 五等分の花嫁,"Como tutor a tiempo parcial, a Fuutarou se le asigna la tarea de guiar a las cinco hermosas chicas, que están “a punto de suspender” y “odian los estudios”, hasta la “graduación”. Fuutarou se esfuerza por preparar el festival escolar mientras vigila los estudios de Ichika, que ha decidido tomarse una licencia para concentrarse en la actuación, y Yotsuba está aún más decidida que de costumbre a que sea un festival escolar sin remordimientos.  Fuutarou se siente animado por la decisión de Itsuki de no rendirse, y busca respuestas a los sentimientos de Nino, la determinación de Miku y sus sentimientos por Ichika, Yotsuba e Itsuki. Con cada uno de ellos con sus propios pensamientos y sentimientos, el primer día del festival escolar, el último evento de su vida en el instituto, finalmente comenzó. “Ven al salón de clases a las 15:00, el primer día del festival escolar”. Las quintillizas se reúnen en el aula y Fuutarou finalmente les informa que tomará una decisión…",6.5131,2022-05-20,8.278,440,Muy buena pelicula
10749,372754,En la misma clase,ja,同級生,"Sajô y Kusakabe son más o menos igual de altos, tienen la misma edad y van a la misma clase. Por lo demás, no puede decirse que tengan mucho en común. Kusakabe, de carácter inquieto y despreocupado, toca en un grupo de rock con sus amigos y deja pasar los días sin pensar mucho en el futuro. Sajô, en cambio, es un alumno modélico que no termina de encajar en ese instituto de macarras, al que nadie sabe muy bien cómo fue a parar. Un día, Kusakabe se da cuenta de que su compañero no canta en los ensayos del coro para intentar disimular su falta de oído musical, así que se ofrece a darle unas lecciones. Entre refrescos compartidos bajo el sol de verano, nace entre ellos un amor de adolescencia que crecerá con el devenir de las estaciones. De la mano, compartiendo sinsabores y alegrías, ambos se encaminarán hacia el final de sus días de instituto y el comienzo de la vida adulta.",5.264,2016-02-20,8.278,439,Muy buena pelicula
35,3082,Tiempos modernos,en,Modern Times,"Extenuado por el frenético ritmo de la cadena de montaje, un obrero metalúrgico acaba perdiendo la razón. Después de recuperarse en un hospital, sale y es encarcelado por participar en una manifestación en la que se encontraba por casualidad. En la cárcel, también sin pretenderlo, ayuda a controlar un motín, gracias a lo cual queda en libertad. Una vez fuera, reemprende la lucha por la supervivencia en compañía de una joven huérfana a la que conoce en la calle.",6.5264,1936-02-05,8.278,4076,Muy buena pelicula
18,599,El crepúsculo de los dioses,en,Sunset Boulevard,"Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.",7.9001,1950-08-10,8.277,2926,Muy buena pelicula
18,335,Hasta que llegó su hora,it,C'era una volta il West,"Mientras los constructores del ferrocarril avanzan imparables por el desierto de Arizona en su camino hacia el mar, Jill llega al pequeño pueblo de Flagstone con la intención de empezar una nueva vida.",11.8297,1968-12-21,8.274,4885,Muy buena pelicula
16,1139087,Érase una vez un estudio,en,Once Upon a Studio,Los queridos personajes de los 100 años de Disney Animation tienen un reencuentro inolvidable.,5.3104,2023-09-24,8.27,428,Muy buena pelicula
18,77338,Intocable,fr,Intouchables,"Un hombre tetraplégico y millonario contrata como cuidador a domicilio a Driss, un inmigrante de un barrio marginal recién salido de la cárcel. Aunque no parece la persona más indicada, congenian hasta forjar una amistad tan sólida como inesperada.",22.9486,2011-11-02,8.269,18399,Muy buena pelicula
18,28,Apocalypse Now,en,Apocalypse Now,"Durante la guerra de Vietnam, al joven Capitán Willard, un oficial de los servicios de inteligencia del ejército estadounidense, se le ha encomendado entrar en Camboya con la peligrosa misión de eliminar a Kurtz, un coronel renegado que se ha vuelto loco. El capitán deberá ir navegar por el río hasta el corazón de la selva, donde parece ser que Kurtz reina como un buda despótico sobre los miembros de la tribu Montagnard, que le adoran como a un dios.",15.1719,1979-05-19,8.267,9072,Muy buena pelicula
16,652837,"Josee, el tigre y los peces",ja,ジョゼと虎と魚たち,"Tsuneo, un estudiante que trabaja medio tiempo, conoce a Josee, una joven parapléjica que sueña con un mundo más allá de su realidad. Lo que empieza como amistad pronto se transforma en amor.",7.6375,2020-12-25,8.263,596,Muy buena pelicula
35,654299,Como caído del cielo,es,Como caído del cielo,El legendario actor y cantante mexicano Pedro Infante es enviado de regreso a la Tierra en el cuerpo de un imitador para enmendar sus errores por la forma en que trató a las mujeres y así ganar su entrada al cielo.,3.4399,2019-12-24,8.257,382,Muy buena pelicula
16,18491,Neon Genesis Evangelion: The End of Evangelion,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,Seele ordena un ataque sin cuartel contra NERV con el objetivo de destruir los Evas antes de que Gendo pueda provocar el Tercer Impacto y la unión de las almas humanas.,10.5433,1997-07-19,8.255,1846,Muy buena pelicula
16,8587,El rey león,en,The Lion King,"La sabana africana es el escenario en el que tienen lugar las aventuras de Simba, un pequeño león que es el heredero del trono. Sin embargo, se ve forzado a exiliarse al ser injustamente acusado de la muerte de su padre. Durante su destierro, hará buenas amistades y, finalmente, regresará para recuperar lo que legítimamente le corresponde.",21.8616,1994-06-15,8.254,19653,Muy buena pelicula
16,572154,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"En Fujisawa, donde los cielos son brillantes y los mares brillan, Sakuta Azusagawa está en su segundo año de secundaria. Sus días felices con su novia y estudiante de último año, Mai Sakurajima, se ven interrumpidos con la aparición de su primer amor, Shouko Makinohara. Por razones desconocidas, se encuentra con dos Shouko: una en la escuela secundaria y otra que se ha convertido en una adulta.  Cuando Sakuta se encuentra impotente viviendo con las dos Shouko, la versión adulta causa una gran grieta en su relación con Mai.  En medio de todo esto, descubre que la otra Shouko de escuela secundaria sufre de una enfermedad grave y su cicatriz comienza a latir ...",5.8374,2019-06-15,8.253,590,Muy buena pelicula
10749,92321,En el bosque de la luz de las luciérnagas,ja,蛍火の杜へ,"De niña, Hotaru se pierde en un bosque y conoce a Gin, un joven enmascarado que no puede ser tocado por humanos debido a un hechizo. Cada verano, ella regresa para verlo, creando un vínculo especial que desafía el paso del tiempo.",0.0082,2011-09-17,8.253,1212,Muy buena pelicula
10752,975,Senderos de gloria,en,Paths of Glory,"Primera Guerra Mundial (1914-1918). En 1916, en Francia, el general Boulard ordena la conquista de una inexpugnable posición alemana y encarga esa misión al ambicioso general Mireau. El encargado de dirigir el ataque será el coronel Dax. La toma de la colina resulta un infierno, y el regimiento emprende la retirada hacia las trincheras. El alto mando militar, irritado por la derrota, decide imponer al regimiento un terrible castigo que sirva de ejemplo a los demás soldados.",7.238,1957-10-25,8.253,3268,Muy buena pelicula
18,637920,Milagro en la celda 7,tr,7. Koğuştaki Mucize,"Un hombre con discapacidad intelectual es injustamente encarcelado por la muerte de una niña, y debe demostrar su inocencia para poder estar de nuevo con su hija.",8.5319,2019-10-10,8.252,4548,Muy buena pelicula
18,29259,La evasión,fr,Le Trou,"Francia, 1947. Gaspard Claude ha sido acusado del intento de asesinato de su mujer, pero es inocente. Una vez en la cárcel, comparte celda con cuatro duros criminales que han decidido escapar de la prisión construyendo un laborioso túnel. A duras penas, convencen al joven para que se una al plan de fuga y participe en la construcción del túnel.",5.712,1960-03-18,8.3,568,Muy buena pelicula
80,15804,Un día de verano,zh,牯嶺街少年殺人事件,"Taiwan, años '60. Los jóvenes taiwaneses, aunque dominados por China, se sienten deslumbrados por los Estados Unidos y organizan bandas para afirmar su identidad. La versión original duraba 237 minutos, pero por motivos comerciales Yang la recortó para su exhibición hasta los 188 minutos.",7.0001,1991-07-27,8.251,386,Muy buena pelicula
35,901,Luces de la ciudad,en,City Lights,Un pobre vagabundo (Charles Chaplin) pasa mil y un avatares para conseguir dinero y ayudar a una pobre chica ciega (Virginia Cherill) de la que se ha enamorado.,5.9881,1931-02-06,8.2,2449,Muy buena pelicula
28,603,Matrix,en,The Matrix,"Thomas Anderson lleva una doble vida: por el día es programador en una importante empresa de software, y por la noche un hacker informático llamado Neo. Su vida no volverá a ser igual cuando unos misteriosos personajes le inviten a descubrir la respuesta a la pregunta que no le deja dormir: ¿qué es Matrix?",38.4648,1999-03-31,8.245,27854,Muy buena pelicula
27,92060,Michael Jackson's Thriller,en,Michael Jackson's Thriller,"Tras asistir a la proyección de una película, una pareja es atacada por una horda de zombies hambrientos de sangre. Legendario videoclip musical, uno de los más influyentes jamás realizados, que contó con una versión corta y otra larga, de 13 min, y que cuenta con una historia narrativa además del número musical de Jackson. En 2009 fue seleccionado por la Biblioteca del Congreso de los Estados Unidos como una de las obras cinematográficas más relevantes de la historia, y en 2017 fue restaurado en 3D y proyectado en el Festival de Cine de Venecia, en una versión supervisada por el propio John Landis.",8.4488,1983-11-21,8.246,760,Muy buena pelicula
10402,630566,Clouds,en,Clouds,"En esta inspiradora historia basada en hechos reales, el joven músico Zach Sobiech descubre que su cáncer se ha extendido y que le quedan pocos meses de vida. A pesar de eso, decide cumplir su sueño de grabar un álbum, sin saber que pronto se convertirá en un fenómeno viral. Al final, la música le da un nuevo sentido a la vida de Zach y le ayuda a despedirse de todos... con una canción que acabará escuchándose en todo el mundo.",5.1582,2020-10-09,8.242,1050,Muy buena pelicula
18,10376,La leyenda del pianista en el océano,it,La leggenda del pianista sull'oceano,"Historia de un niño que fue abandonado sobre el piano del Virginia, un enorme trasatlántico. El niño es adoptado por un maquinista y le pone por nombre ""Novecento"", ya que lo encuentra justo en el cambio de siglo. Novecento se convertirá en un fabuloso pianista y amenizará las noches del Virginia. Pero nunca pisará tierra firme, ni tan sólo tras las súplicas de su amigo Max.",6.637,1998-10-28,8.241,2439,Muy buena pelicula
18,670,Old Boy,ko,올드보이,"Sin tener idea de cómo llegó a ser encarcelado, drogado y torturado durante 15 años, un hombre desesperado busca vengarse de sus captores.",14.9397,2003-11-21,8.239,9824,Muy buena pelicula
16,632632,Given: The Movie,ja,映画 ギヴン,"Después de la emisión del episodio final de la adaptación de anime de Given, la cuenta oficial de Twitter anunció que se lanzará una adaptación de largometraje en 2020, retomando directamente donde se detuvo la serie de televisión.  La historia se centra en Ritsuka, un guitarrista que ha perdido el interés por tocar. Un día, conoce a Mafuyu, que tiene una guitarra rota, y Ritsuka de mala gana comienza a enseñarle a Mafuyu a tocar la guitarra, pero cuando escucha la voz de Mafuyu, las cosas comienzan a cambiar de repente para Ritsuka.",2.6378,2020-08-22,8.2,417,Muy buena pelicula
12,299534,Vengadores: Endgame,en,Avengers: Endgame,"Tras el chasquido de Thanos que eliminó a la mitad de la vida en el universo, los Vengadores supervivientes quedan devastados y divididos. Cinco años después, una inesperada oportunidad les permite intentar revertir la catástrofe. Reuniéndose una vez más, los héroes emprenden una misión extrema que los obliga a viajar al pasado, enfrentarse a sus propias pérdidas y hacer sacrificios definitivos para restaurar el equilibrio del universo.",31.8869,2019-04-24,8.236,27705,Muy buena pelicula
28,1356039,Contraataque,es,Contraataque,"En una misión de rescate de rehenes, el capitán Guerrero y sus soldados de élite sufren una emboscada de un despiadado cártel de la droga.",6.9938,2025-02-27,8.235,814,Muy buena pelicula
12,299536,Vengadores: Infinity War,en,Avengers: Infinity War,"El todopoderoso Thanos ha despertado con la promesa de arrasar con todo a su paso, portando el Guantelete del Infinito, que le confiere un poder incalculable. Los únicos capaces de pararle los pies son los Vengadores y el resto de superhéroes de la galaxia, que deberán estar dispuestos a sacrificarlo todo por un bien mayor. Capitán América e Ironman deberán limar sus diferencias, Black Panther apoyará con sus tropas desde Wakanda, Thor y los Guardianes de la Galaxia e incluso Spider-Man se unirán antes de que los planes de devastación y ruina pongan fin al universo. ¿Serán capaces de frenar el avance del titán del caos?",41.5771,2018-04-25,8.235,31943,Muy buena pelicula
18,447362,Toda una vida en un año,en,Life in a Year,"Sigue a Daryn, un adolescente de 17 años que tras descubrir que su novia se está muriendo, decide entregarse por completo a ella en lo que le reste de vida.",3.7982,2020-11-27,8.229,1968,Muy buena pelicula
16,504253,Quiero comerme tu páncreas,ja,君の膵臓をたべたい,"Un estudiante descubre el diario de su compañera Sakura, quien padece una enfermedad terminal. Al ser el único fuera de su familia que lo sabe, decide apoyarla y compartir tiempo con ella en sus últimos meses.",5.8411,2018-09-01,8.2,1774,Muy buena pelicula
28,98,Gladiator,en,Gladiator,"En el año 180, el Imperio Romano domina todo el mundo conocido. Tras una gran victoria sobre los bárbaros del norte, el anciano emperador Marco Aurelio decide transferir el poder a Máximo, bravo general de sus ejércitos y hombre de inquebrantable lealtad al imperio. Pero su hijo Cómodo, que aspiraba al trono, no lo acepta y trata de asesinar a Máximo.",18.9011,2000-05-04,8.225,20845,Muy buena pelicula
16,508965,Klaus,en,Klaus,"Un cartero egoísta y un juguetero huraño forjan una amistad muy especial, que sembrará la alegría en un pueblo frío y oscuro.",5.1741,2019-11-08,8.224,4656,Muy buena pelicula
18,490132,Green Book,en,Green Book,"Años 60. Cuando Tony Lip, un rudo italoamericano del Bronx, es contratado como chófer del virtuoso pianista negro Don Shirley durante una gira de conciertos por el Sur de Estados Unidos, deberá confiar en ""El libro verde"", una guía de los pocos establecimientos seguros para los afroamericanos, para encontrar alojamiento. Son dos personas que tendrán que hacer frente al racismo y los prejuicios, pero a las que la bondad y el sentido del humor unirán, obligándoles a dejar de lado las diferencias para sobrevivir y prosperar en el viaje de su vida.",13.606,2018-11-16,8.224,12839,Muy buena pelicula
10752,857,Salvar al soldado Ryan,en,Saving Private Ryan,"Segunda Guerra Mundial, 1944. Tras el desembarco de los Aliados en Normandía, a un grupo de soldados americanos se le encomienda una peligrosa misión: poner a salvo al soldado James Ryan. Los hombres de la patrulla del capitán John Miller deben arriesgar sus vidas para encontrar a este soldado, cuyos tres hermanos han muerto en la guerra. Lo único que se sabe del soldado Ryan es que se lanzó con su escuadrón de paracaidistas detrás de las líneas enemigas.",19.3765,1998-07-24,8.224,17178,Muy buena pelicula
16,995133,"El niño, el topo, el zorro y el caballo",en,"The Boy, the Mole, the Fox and the Horse","Sé testigo del improbable vínculo entre cuatro amigos mientras exploran el significado de la bondad, el valor y la esperanza.",4.2199,2022-12-25,8.222,718,Muy buena pelicula
18,16869,Malditos bastardos,en,Inglourious Basterds,"Segunda Guerra Mundial. Durante la ocupación de Francia por los alemanes, Shosanna Dreyfus presencia la ejecución de su familia por orden del coronel nazi Hans Landa. Ella consigue huir a París, donde adopta una nueva identidad como propietaria de un cine. En otro lugar de Europa, el teniente Aldo Raine adiestra a un grupo de soldados judíos ""Los bastardos"" para atacar objetivos concretos. Los hombres de Raine y una actriz alemana, que trabaja para los aliados, deben llevar a cabo una misión que hará caer a los jefes del Tercer Reich. El destino quiere que todos se encuentren bajo la marquesina de un cine donde Shosanna espera para vengarse.",18.598,2009-08-02,8.217,24137,Muy buena pelicula
10749,527641,A dos metros de ti,en,Five Feet Apart,"Will y Stella son dos adolescentes que padecen fibrosis quística y están ingresados en el hospital para tratarse. Aunque ambos tratan de refugiarse en su propio mundo, de forma inevitable acaban enamorándose. La pareja deberá luchar para mantener viva su relación, con una única regla: separarse con una distancia de alrededor de dos metros para evitar que ambos se puedan contagiar. Sin embargo, la vida de ambos estará en peligro.",6.3083,2019-03-14,8.216,5909,Muy buena pelicula
16,110420,Los niños lobo,ja,おおかみこどもの雨と雪,"Hana tiene dos hijos mitad humanos, mitad lobos, fruto de su amor con un Hombre Lobo. Tras quedar viuda, se muda al campo para criarlos en un entorno seguro. Con el tiempo, Yuki y Ame deberán decidir si seguir su lado humano o su naturaleza salvaje.",5.5988,2012-07-21,8.215,2477,Muy buena pelicula
18,24188,La escapada,it,Il sorpasso,"Bruno Cortona, un simpático juerguista, encuentra casualmente a Roberto, un tímido estudiante, y lo invita a pasar con él un día de vacaciones fuera de Roma. Durante el viaje, el joven se siente cada vez más atraído por la alocada forma de vida de su maduro compañero. Tras permanecer unas horas en compañía de la familia de su nuevo amigo, el viaje continúa hacia un final inesperado.",2.571,1962-12-05,8.214,835,Muy buena pelicula
18,16672,La mujer de la arena,ja,砂の女,"Un entomólogo en busca de insectos en un desierto de arena se ve de repente atrapado conviviendo con una mujer que vive sola en una vieja casa, y con la que establecerá una extraña relación.",3.318,1964-02-15,8.213,513,Muy buena pelicula
18,25237,Masacre (Ven y mira),ru,Иди и смотри,"Tras encontrar un viejo rifle, un joven se une a las fuerzas de la resistencia soviética, que lucha por expulsar a las fuerzas nazis del frente oriental. Allí, será testigo de algunos los mayores horrores cometidos en la Segunda Guerra Mundial.",6.5927,1985-10-17,8.213,1836,Muy buena pelicula
18,1124,El truco final (El prestigio),en,The Prestige,"Robert Angier es un ilusionista respetado que se obsesiona con uno de los trucos de su rival Alfred Borden. Para conseguir el truco hará todo lo posible, sin saber hasta qué punto cambiará su vida...",15.6898,2006-10-19,8.208,17557,Muy buena pelicula
16,283566,Evangelion: 3.0+1.01 Thrice Upon a Time,ja,シン・エヴァンゲリオン劇場版:||,"En la última entrega de Rebuild of Evangelion, Misato y Wille intentan restaurar París en 720 segundos, enfrentándose a una horda de Evas. Mientras tanto, Shinji, Asuka y Rei vagan por Japón buscando su propósito.",6.4294,2021-03-08,8.206,943,Muy buena pelicula
18,265177,Mommy,fr,Mommy,"Una madre viuda se encarga de la educación de su violento hijo sola. Pero cuando parecía que todo estaba perdido, un soplo de esperanza llega al conocer a su misteriosa nueva vecina: una mujer que se integra ella misma en la vida de la madre y su hijo propocionando a la madre el apoyo que anhelaba.",3.7456,2014-09-19,8.206,2847,Muy buena pelicula
16,315162,El Gato con Botas: El último deseo,en,Puss in Boots: The Last Wish,El Gato con Botas se embarca en un viaje épico para encontrar al mítico Último Deseo y recuperar sus nueve vidas.,17.9813,2022-12-07,8.205,8807,Muy buena pelicula
18,37257,Testigo de cargo,en,Witness for the Prosecution,"Leonard Vole, un hombre joven y atractivo, es acusado del asesinato de la señora French, una rica anciana con quien mantenía una relacion de carácter amistoso. El presunto móvil del crimen era la posibilidad de heredar los bienes de la difunta. A pesar de que las pruebas en su contra son demoledoras, Sir Wilfrid Roberts, un prestigioso abogado criminalista londinense, se hace cargo de su defensa.",8.919,1957-12-17,8.2,1686,Muy buena pelicula
27,694,El resplandor,en,The Shining,"Jack Torrance se traslada, junto a su mujer y a su hijo, al impresionante hotel Overlook, en Colorado, para encargarse del mantenimiento del mismo durante la temporada invernal, en la que permanece cerrado y aislado por la nieve. Su idea es escribir su novela al tiempo que cuida de las instalaciones durante esos largos y solitarios meses de invierno, pero desde su llegada al hotel, Jack comienza a padecer inquietantes transtornos de personalidad, al mismo tiempo que en el lugar comienzan a suceder diversos fenómenos paranormales.",16.1799,1980-05-23,8.204,18892,Muy buena pelicula
12,11,La guerra de las galaxias,en,Star Wars,"La princesa Leia, líder del movimiento rebelde que desea reinstaurar la República en la galaxia en los tiempos ominosos del Imperio, es capturada por las malévolas Fuerzas Imperiales, capitaneadas por el implacable Darth Vader, el sirviente más fiel del emperador. El intrépido Luke Skywalker, ayudado por Han Solo, capitán de la nave espacial ""El Halcón Milenario"", y los androides, R2D2 y C3PO, serán los encargados de luchar contra el enemigo y rescatar a la princesa para volver a instaurar la justicia en el seno de la Galaxia.",29.2459,1977-05-25,8.205,22292,Muy buena pelicula
18,1186532,La fragua,en,The Forge,"Isaiah Wright aún tiene que madurar. Tras graduarse en el instituto sin ningún plan para el futuro, Isaiah recibe un empujón para empezar a tomar mejores decisiones en la vida. El plan de Dios para él es mucho mayor de lo que jamás hubiera imaginado.",4.0584,2024-08-22,8.2,336,Muy buena pelicula
16,635302,Guardianes de la Noche: Tren infinito,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro y sus compañeros se unen al Pilar de las Llamas Kyojuro Rengoku para investigar una misteriosa serie de desapariciones que han ocurrido dentro del “Tren Infinito”. Poco saben que Enmu, uno de los miembros de las Doce Lunas Demoníacas, también está a bordo y les ha preparado una trampa.",13.1214,2020-10-16,8.201,4488,Muy buena pelicula
18,50014,Criadas y Señoras,en,The Help,"Mississippi, años 60. Skeeter es una joven sureña que regresa de la universidad decidida a convertirse en escritora. Su llegada altera la vida de la ciudad e incluso la de sus amigos porque se ha propuesto entrevistar a las mujeres negras que se han pasado la vida al servicio de las grandes familias sufriendo todas las formas de discriminación racial.",13.0763,2011-08-09,8.2,9017,Muy buena pelicula
16,618344,Liga de la Justicia Oscura: La Guerra Apokolips,en,Justice League Dark: Apokolips War,"Culminando seis años de una aventura que comenzó con el lanzamiento de Justice League: War en 2014, Justice League Dark: Apokolips War presenta un planeta Tierra totalmente devastado por el tirano intergaláctico Darkseid en el que los superhéroes apenas han podido hacer frente a la guerra. Los últimos bastiones de guerreros que aún quedan en pie deben reagruparse para crear una estrategia que les permita enfrentarse a Darkseid con el propósito de salvar al planeta y a sus pocos supervivientes. Esta es la guerra que acabará con todas las guerras.",4.8961,2020-05-05,8.199,1566,Muy buena pelicula
18,11324,Shutter Island,en,Shutter Island,"Verano de 1954. Los agentes judiciales Teddy Daniels y Chuck Aule son destinados a una remota isla del puerto de Boston para investigar la desaparición de una peligrosa asesina recluida en el hospital psiquiátrico Ashecliffe, un centro penitenciario para criminales perturbados dirigido por el siniestro doctor John Cawley. Pronto descubrirán que el centro guarda muchos secretos, y que la isla esconde algo más peligroso que los pacientes.",19.9478,2010-02-14,8.198,25795,Muy buena pelicula
10751,354912,Coco,en,Coco,"Un joven aspirante a músico llamado Miguel se embarca en un viaje extraordinario a la mágica tierra de sus ancestros. Allí, el encantador embaucador Héctor se convierte en su inesperado amigo y le ayuda a descubrir los misterios detrás de las historias y tradiciones de su familia.",21.7721,2017-10-27,8.197,20942,Muy buena pelicula
16,441130,Wolfwalkers,en,Wolfwalkers,"La joven Robyn viaja a Irlanda con su padre para participar en una cacería de lobos. Todo se complica cuando conoce a Mebh, una niña misteriosa que vive en el bosque y de la que dicen que por las noches, junto a su tribu nómada, se transforma en lobo.",5.5161,2020-10-26,8.193,1376,Muy buena pelicula
18,68718,Django desencadenado,en,Django Unchained,"Dos años antes de estallar la Guerra Civil (1861-1865), Schultz, un cazarrecompensas alemán que le sigue la pista a unos asesinos, le promete al esclavo Django dejarlo en libertad si le ayuda a atraparlos. Terminado con éxito el trabajo, Django prefiere seguir al lado del alemán y ayudarle a capturar a los delincuentes más buscados del Sur. Se convierte así en un experto cazador de recompensas, pero su único objetivo es rescatar a su esposa Broomhilda, a la que perdió por culpa del tráfico de esclavos. La búsqueda llevará a Django y a Schultz hasta Calvin Candie, el malvado propietario de la plantación ""Candyland"". La presencia de ambos en los alrededores de la propiedad, despierta las sospechas de Stephen, el esclavo de confianza de Candie.",24.496,2012-12-25,8.191,27992,Muy buena pelicula
18,324786,Hasta el último hombre,en,Hacksaw Ridge,"La historia de Desmond T. Doss, quien, debido a que se lo prohibía su fe, combatió en la Segunda Guerra Mundial sin portar un arma. No disparó ni una bala, pero salvó a 75 personas de la muerte en la batalla de la isla de Okinawa.",17.5962,2016-10-07,8.189,14822,Muy buena pelicula
10402,568332,Taylor Swift: Reputation Stadium Tour,en,Taylor Swift: Reputation Stadium Tour,"Taylor Swift se sube al escenario en Dallas durante su Reputation Stadium Tour y festeja una gran noche de música, recuerdos y magia visual.",1.8008,2018-12-31,8.2,431,Muy buena pelicula
35,284,El apartamento,en,The Apartment,C.C. Baxter es un modesto pero ambicioso empleado de una compañía de seguros de Manhattan. Está soltero y vive solo en un discreto apartamento que presta ocasionalmente a sus superiores para sus citas amorosas. Tiene la esperanza de que estos favores le sirvan para mejorar su posición en la empresa. Pero la situación cambia cuando se enamora de una ascensorista que resulta ser la amante de uno de los jefes que usan su apartamento.,5.3851,1960-06-21,8.188,2646,Muy buena pelicula
53,290098,La doncella,ko,아가씨,"Corea, década de 1930, durante la colonización japonesa. Una joven llamada Sookee es contratada como doncella de una rica mujer japonesa, Hideko, que vive recluida en una gran mansión bajo la influencia de un tirano. Sookee guarda un secreto y con la ayuda de un estafador que se hace pasar por un conde japonés, planea algo para Hideko.",21.6118,2016-06-01,8.187,4305,Muy buena pelicula
